"class" "cap-color" "habitat" "ring-number" "odor"
"2864" "edible" "gray" "woods" "one" "none"
"2865" "edible" "gray" "woods" "one" "none"
"2866" "edible" "gray" "woods" "one" "none"
"2867" "edible" "red" "woods" "one" "none"
"2868" "edible" "brown" "woods" "one" "none"
"2869" "edible" "gray" "woods" "one" "none"
"2870" "edible" "red" "woods" "one" "none"
"2871" "edible" "brown" "woods" "one" "none"
"2872" "edible" "gray" "woods" "one" "none"
"2873" "edible" "brown" "woods" "one" "none"
"2874" "edible" "red" "woods" "one" "none"
"2875" "edible" "red" "woods" "one" "none"
"2876" "edible" "gray" "woods" "one" "none"
"2877" "edible" "gray" "woods" "one" "none"
"2878" "edible" "red" "woods" "one" "none"
"2879" "edible" "gray" "woods" "one" "none"
"2880" "edible" "red" "woods" "one" "none"
"2881" "edible" "red" "woods" "one" "none"
"2882" "edible" "white" "grasses" "one" "none"
"2883" "edible" "brown" "woods" "one" "none"
"2884" "edible" "red" "woods" "one" "none"
"2885" "edible" "red" "woods" "one" "none"
"2886" "edible" "gray" "woods" "one" "none"
"2887" "edible" "brown" "woods" "one" "none"
"2888" "poison" "gray" "woods" "one" "creosote"
"2889" "edible" "red" "woods" "one" "none"
"2890" "edible" "gray" "woods" "one" "none"
"2891" "edible" "brown" "grasses" "one" "none"
"2892" "edible" "red" "woods" "one" "none"
"2893" "poison" "white" "woods" "one" "creosote"
"2894" "edible" "red" "woods" "one" "none"
"2895" "edible" "gray" "woods" "one" "none"
"2896" "edible" "brown" "woods" "one" "none"
"2897" "edible" "brown" "woods" "one" "none"
"2898" "edible" "brown" "woods" "one" "none"
"2899" "edible" "gray" "woods" "one" "none"
"2900" "edible" "brown" "woods" "one" "none"
"2901" "edible" "gray" "woods" "one" "none"
"2902" "edible" "brown" "woods" "one" "none"
"2903" "edible" "gray" "woods" "one" "none"
"2904" "poison" "gray" "paths" "one" "foul"
"2905" "edible" "gray" "woods" "one" "none"
"2906" "edible" "gray" "woods" "one" "none"
"2907" "edible" "gray" "woods" "one" "none"
"2908" "edible" "red" "woods" "one" "none"
"2909" "edible" "gray" "woods" "one" "none"
"2910" "edible" "gray" "woods" "one" "none"
"2911" "edible" "gray" "woods" "one" "none"
"2912" "edible" "red" "woods" "one" "none"
"2913" "edible" "gray" "woods" "one" "none"
"2914" "edible" "red" "woods" "one" "none"
"2915" "edible" "brown" "woods" "one" "none"
"2916" "edible" "gray" "woods" "one" "none"
"2917" "edible" "red" "woods" "one" "none"
"2918" "edible" "brown" "woods" "one" "none"
"2919" "edible" "red" "woods" "one" "none"
"2920" "edible" "brown" "woods" "one" "none"
"2921" "edible" "brown" "woods" "one" "none"
"2922" "edible" "gray" "woods" "one" "none"
"2923" "edible" "red" "woods" "one" "none"
"2924" "edible" "gray" "woods" "one" "none"
"2925" "edible" "gray" "woods" "one" "none"
"2926" "edible" "gray" "woods" "one" "none"
"2927" "poison" "gray" "paths" "one" "foul"
"2928" "edible" "gray" "woods" "one" "none"
"2929" "edible" "gray" "woods" "one" "none"
"2930" "edible" "brown" "woods" "one" "none"
"2931" "edible" "gray" "woods" "one" "none"
"2932" "edible" "brown" "woods" "one" "none"
"2933" "edible" "brown" "woods" "one" "none"
"2934" "edible" "red" "woods" "one" "none"
"2935" "edible" "brown" "woods" "one" "none"
"2936" "edible" "gray" "woods" "one" "none"
"2937" "edible" "gray" "woods" "one" "none"
"2938" "poison" "gray" "paths" "one" "foul"
"2939" "edible" "brown" "woods" "one" "none"
"2940" "edible" "brown" "woods" "one" "none"
"2941" "edible" "red" "woods" "one" "none"
"2942" "edible" "brown" "woods" "one" "none"
"2943" "edible" "brown" "woods" "one" "none"
"2944" "edible" "gray" "woods" "one" "none"
"2945" "edible" "brown" "woods" "one" "none"
"2946" "edible" "red" "woods" "one" "none"
"2947" "edible" "gray" "woods" "one" "none"
"2948" "edible" "gray" "woods" "one" "none"
"2949" "edible" "red" "woods" "one" "none"
"2950" "edible" "red" "woods" "one" "none"
"2951" "edible" "gray" "woods" "one" "none"
"2952" "edible" "brown" "woods" "one" "none"
"2953" "edible" "red" "woods" "one" "none"
"2954" "edible" "brown" "woods" "one" "none"
"2955" "edible" "red" "woods" "one" "none"
"2956" "edible" "brown" "woods" "one" "none"
"2957" "edible" "red" "woods" "one" "none"
"2958" "edible" "brown" "woods" "one" "none"
"2959" "edible" "red" "woods" "one" "none"
"2960" "edible" "red" "woods" "one" "none"
"2961" "edible" "brown" "woods" "one" "none"
"2962" "edible" "brown" "woods" "one" "none"
"2963" "edible" "red" "woods" "one" "none"
"2964" "edible" "brown" "woods" "one" "none"
"2965" "edible" "brown" "woods" "one" "none"
"2966" "edible" "red" "woods" "one" "none"
"2967" "edible" "gray" "grasses" "one" "none"
"2968" "edible" "red" "woods" "one" "none"
"2969" "edible" "red" "woods" "one" "none"
"2970" "edible" "brown" "woods" "one" "none"
"2971" "edible" "brown" "woods" "one" "none"
"2972" "edible" "gray" "woods" "one" "none"
"2973" "edible" "gray" "woods" "one" "none"
"2974" "edible" "brown" "woods" "one" "none"
"2975" "edible" "brown" "woods" "one" "none"
"2976" "edible" "brown" "woods" "one" "none"
"2977" "edible" "gray" "woods" "one" "none"
"2978" "edible" "gray" "woods" "one" "none"
"2979" "edible" "red" "woods" "one" "none"
"2980" "edible" "gray" "woods" "one" "none"
"2981" "edible" "red" "woods" "one" "none"
"2982" "edible" "gray" "woods" "one" "none"
"2983" "edible" "red" "woods" "one" "none"
"2984" "edible" "red" "woods" "one" "none"
"2985" "edible" "red" "woods" "one" "none"
"2986" "edible" "gray" "woods" "one" "none"
"2987" "edible" "gray" "woods" "one" "none"
"2988" "edible" "red" "woods" "one" "none"
"2989" "edible" "gray" "woods" "one" "none"
"2990" "edible" "brown" "woods" "one" "none"
"2991" "poison" "gray" "woods" "one" "foul"
"2992" "edible" "brown" "woods" "one" "none"
"2993" "edible" "gray" "woods" "one" "none"
"2994" "edible" "brown" "woods" "one" "none"
"2995" "edible" "red" "woods" "one" "none"
"2996" "edible" "gray" "woods" "one" "none"
"2997" "edible" "brown" "woods" "one" "none"
"2998" "edible" "red" "woods" "one" "none"
"2999" "edible" "red" "woods" "one" "none"
"3000" "edible" "brown" "woods" "one" "none"
"3001" "edible" "brown" "woods" "one" "none"
"3002" "poison" "yellow" "paths" "one" "foul"
"3003" "edible" "brown" "woods" "one" "none"
"3004" "poison" "gray" "woods" "one" "foul"
"3005" "poison" "gray" "woods" "one" "creosote"
"3006" "edible" "gray" "woods" "one" "none"
"3007" "edible" "red" "woods" "one" "none"
"3008" "edible" "brown" "woods" "one" "none"
"3009" "edible" "red" "woods" "one" "none"
"3010" "poison" "gray" "paths" "one" "foul"
"3011" "edible" "gray" "woods" "one" "none"
"3012" "edible" "red" "woods" "one" "none"
"3013" "edible" "red" "woods" "one" "none"
"3014" "poison" "white" "woods" "one" "creosote"
"3015" "edible" "red" "woods" "one" "none"
"3016" "edible" "brown" "woods" "one" "none"
"3017" "poison" "gray" "grasses" "one" "foul"
"3018" "poison" "gray" "paths" "one" "foul"
"3019" "edible" "red" "woods" "one" "none"
"3020" "edible" "red" "woods" "one" "none"
"3021" "edible" "brown" "woods" "one" "none"
"3022" "edible" "gray" "woods" "one" "none"
"3023" "edible" "red" "woods" "one" "none"
"3024" "edible" "red" "woods" "one" "none"
"3025" "edible" "red" "woods" "one" "none"
"3026" "edible" "red" "woods" "one" "none"
"3027" "poison" "pink" "woods" "one" "creosote"
"3028" "poison" "gray" "woods" "one" "foul"
"3029" "edible" "red" "woods" "one" "none"
"3030" "edible" "gray" "woods" "one" "none"
"3031" "edible" "gray" "woods" "one" "none"
"3032" "edible" "gray" "woods" "one" "none"
"3033" "edible" "red" "woods" "one" "none"
"3034" "edible" "red" "woods" "one" "none"
"3035" "poison" "gray" "paths" "one" "foul"
"3036" "edible" "brown" "woods" "one" "none"
"3037" "edible" "red" "woods" "one" "none"
"3038" "poison" "gray" "woods" "one" "creosote"
"3039" "edible" "red" "woods" "one" "none"
"3040" "edible" "red" "woods" "one" "none"
"3041" "poison" "yellow" "grasses" "one" "foul"
"3042" "poison" "yellow" "woods" "one" "foul"
"3043" "edible" "brown" "woods" "one" "none"
"3044" "edible" "brown" "woods" "one" "none"
"3045" "edible" "gray" "woods" "one" "none"
"3046" "edible" "brown" "woods" "one" "none"
"3047" "edible" "red" "woods" "one" "none"
"3048" "poison" "pink" "woods" "one" "creosote"
"3049" "edible" "brown" "woods" "one" "none"
"3050" "edible" "red" "woods" "one" "none"
"3051" "edible" "red" "woods" "one" "none"
"3052" "edible" "brown" "woods" "one" "none"
"3053" "poison" "white" "woods" "one" "creosote"
"3054" "edible" "gray" "woods" "one" "none"
"3055" "edible" "gray" "woods" "one" "none"
"3056" "edible" "gray" "woods" "one" "none"
"3057" "edible" "brown" "woods" "one" "none"
"3058" "poison" "gray" "woods" "one" "creosote"
"3059" "poison" "pink" "woods" "one" "creosote"
"3060" "edible" "red" "woods" "one" "none"
"3061" "poison" "gray" "woods" "one" "foul"
"3062" "poison" "white" "woods" "one" "creosote"
"3063" "poison" "gray" "paths" "one" "foul"
"3064" "edible" "brown" "woods" "one" "none"
"3065" "poison" "yellow" "paths" "one" "foul"
"3066" "edible" "gray" "woods" "one" "none"
"3067" "edible" "brown" "woods" "one" "none"
"3068" "edible" "gray" "woods" "one" "none"
"3069" "poison" "white" "woods" "one" "creosote"
"3070" "poison" "gray" "paths" "one" "foul"
"3071" "edible" "gray" "woods" "one" "none"
"3072" "edible" "brown" "woods" "one" "none"
"3073" "edible" "gray" "woods" "one" "none"
"3074" "poison" "gray" "paths" "one" "foul"
"3075" "edible" "brown" "woods" "one" "none"
"3076" "poison" "gray" "paths" "one" "foul"
"3077" "edible" "red" "woods" "one" "none"
"3078" "edible" "brown" "woods" "one" "none"
"3079" "poison" "gray" "paths" "one" "foul"
"3080" "edible" "gray" "woods" "one" "none"
"3081" "edible" "gray" "woods" "one" "none"
"3082" "edible" "red" "woods" "one" "none"
"3083" "poison" "gray" "paths" "one" "foul"
"3084" "edible" "red" "woods" "one" "none"
"3085" "edible" "brown" "woods" "one" "none"
"3086" "poison" "gray" "grasses" "one" "foul"
"3087" "edible" "red" "woods" "one" "none"
"3088" "poison" "gray" "woods" "one" "foul"
"3089" "edible" "red" "woods" "one" "none"
"3090" "poison" "gray" "grasses" "one" "foul"
"3091" "poison" "gray" "paths" "one" "foul"
"3092" "poison" "gray" "grasses" "one" "foul"
"3093" "edible" "red" "woods" "one" "none"
"3094" "poison" "gray" "grasses" "one" "foul"
"3095" "edible" "red" "woods" "one" "none"
"3096" "poison" "gray" "woods" "one" "creosote"
"3097" "edible" "gray" "woods" "one" "none"
"3098" "poison" "pink" "woods" "one" "creosote"
"3099" "edible" "red" "woods" "one" "none"
"3100" "edible" "red" "woods" "one" "none"
"3101" "edible" "red" "woods" "one" "none"
"3102" "edible" "brown" "woods" "one" "none"
"3103" "poison" "gray" "grasses" "one" "foul"
"3104" "poison" "yellow" "paths" "one" "foul"
"3105" "poison" "gray" "woods" "one" "creosote"
"3106" "edible" "red" "woods" "one" "none"
"3107" "edible" "red" "woods" "one" "none"
"3108" "edible" "red" "woods" "one" "none"
"3109" "edible" "brown" "woods" "one" "none"
"3110" "poison" "gray" "grasses" "one" "foul"
"3111" "poison" "gray" "woods" "one" "creosote"
"3112" "edible" "gray" "woods" "one" "none"
"3113" "edible" "red" "woods" "one" "none"
"3114" "edible" "red" "woods" "one" "none"
"3115" "edible" "gray" "woods" "one" "none"
"3116" "edible" "brown" "woods" "one" "none"
"3117" "edible" "brown" "woods" "one" "none"
"3118" "edible" "red" "woods" "one" "none"
"3119" "poison" "gray" "woods" "one" "creosote"
"3120" "poison" "white" "woods" "one" "creosote"
"3121" "edible" "gray" "woods" "one" "none"
"3122" "edible" "gray" "woods" "one" "none"
"3123" "poison" "gray" "woods" "one" "foul"
"3124" "edible" "red" "woods" "one" "none"
"3125" "poison" "white" "woods" "one" "creosote"
"3126" "edible" "gray" "woods" "one" "none"
"3127" "edible" "gray" "woods" "one" "none"
"3128" "edible" "gray" "woods" "one" "none"
"3129" "edible" "red" "woods" "one" "none"
"3130" "edible" "brown" "woods" "one" "none"
"3131" "edible" "gray" "woods" "one" "none"
"3132" "edible" "brown" "woods" "one" "none"
"3133" "edible" "gray" "woods" "one" "none"
"3134" "edible" "gray" "woods" "one" "none"
"3135" "edible" "brown" "woods" "one" "none"
"3136" "edible" "red" "woods" "one" "none"
"3137" "edible" "red" "woods" "one" "none"
"3138" "edible" "red" "woods" "one" "none"
"3139" "poison" "yellow" "paths" "one" "foul"
"3140" "edible" "gray" "woods" "one" "none"
"3141" "edible" "brown" "woods" "one" "none"
"3142" "poison" "gray" "woods" "one" "foul"
"3143" "edible" "gray" "woods" "one" "none"
"3144" "edible" "gray" "woods" "one" "none"
"3145" "edible" "gray" "woods" "one" "none"
"3146" "edible" "red" "woods" "one" "none"
"3147" "edible" "gray" "woods" "one" "none"
"3148" "poison" "white" "woods" "one" "creosote"
"3149" "poison" "white" "woods" "one" "creosote"
"3150" "edible" "brown" "woods" "one" "none"
"3151" "edible" "red" "woods" "one" "none"
"3152" "edible" "red" "woods" "one" "none"
"3153" "poison" "gray" "woods" "one" "foul"
"3154" "edible" "gray" "woods" "one" "none"
"3155" "edible" "gray" "woods" "one" "none"
"3156" "edible" "gray" "woods" "one" "none"
"3157" "poison" "white" "woods" "one" "creosote"
"3158" "edible" "red" "woods" "one" "none"
"3159" "edible" "red" "woods" "one" "none"
"3160" "poison" "gray" "woods" "one" "foul"
"3161" "edible" "red" "woods" "one" "none"
"3162" "poison" "gray" "paths" "one" "foul"
"3163" "poison" "pink" "woods" "one" "creosote"
"3164" "edible" "gray" "woods" "one" "none"
"3165" "poison" "gray" "paths" "one" "foul"
"3166" "poison" "white" "woods" "one" "creosote"
"3167" "poison" "gray" "paths" "one" "foul"
"3168" "edible" "red" "woods" "one" "none"
"3169" "poison" "gray" "paths" "one" "foul"
"3170" "poison" "gray" "woods" "one" "creosote"
"3171" "edible" "gray" "woods" "one" "none"
"3172" "edible" "brown" "woods" "one" "none"
"3173" "edible" "red" "woods" "one" "none"
"3174" "poison" "gray" "paths" "one" "foul"
"3175" "poison" "pink" "woods" "one" "creosote"
"3176" "edible" "brown" "woods" "one" "none"
"3177" "edible" "red" "woods" "one" "none"
"3178" "edible" "brown" "woods" "one" "none"
"3179" "edible" "gray" "woods" "one" "none"
"3180" "poison" "gray" "grasses" "one" "foul"
"3181" "edible" "brown" "woods" "one" "none"
"3182" "poison" "pink" "woods" "one" "creosote"
"3183" "poison" "white" "woods" "one" "creosote"
"3184" "edible" "red" "woods" "one" "none"
"3185" "edible" "brown" "woods" "one" "none"
"3186" "edible" "red" "woods" "one" "none"
"3187" "edible" "gray" "woods" "one" "none"
"3188" "poison" "gray" "woods" "one" "foul"
"3189" "poison" "gray" "paths" "one" "foul"
"3190" "edible" "red" "woods" "one" "none"
"3191" "poison" "yellow" "grasses" "one" "foul"
"3192" "poison" "pink" "woods" "one" "creosote"
"3193" "edible" "red" "woods" "one" "none"
"3194" "poison" "yellow" "woods" "one" "foul"
"3195" "edible" "red" "woods" "one" "none"
"3196" "edible" "red" "woods" "one" "none"
"3197" "edible" "brown" "woods" "one" "none"
"3198" "edible" "red" "woods" "one" "none"
"3199" "edible" "gray" "woods" "one" "none"
"3200" "poison" "gray" "grasses" "one" "foul"
"3201" "edible" "red" "woods" "one" "none"
"3202" "poison" "gray" "paths" "one" "foul"
"3203" "edible" "red" "woods" "one" "none"
"3204" "edible" "red" "woods" "one" "none"
"3205" "edible" "gray" "woods" "one" "none"
"3206" "poison" "gray" "grasses" "one" "foul"
"3207" "edible" "gray" "woods" "one" "none"
"3208" "edible" "gray" "woods" "one" "none"
"3209" "poison" "gray" "grasses" "one" "foul"
"3210" "poison" "white" "woods" "one" "creosote"
"3211" "edible" "red" "woods" "one" "none"
"3212" "poison" "yellow" "woods" "one" "foul"
"3213" "edible" "red" "woods" "one" "none"
"3214" "edible" "gray" "woods" "one" "none"
"3215" "edible" "red" "woods" "one" "none"
"3216" "edible" "gray" "woods" "one" "none"
"3217" "edible" "gray" "woods" "one" "none"
"3218" "edible" "red" "woods" "one" "none"
"3219" "poison" "gray" "woods" "one" "creosote"
"3220" "edible" "gray" "woods" "one" "none"
"3221" "edible" "brown" "woods" "one" "none"
"3222" "edible" "gray" "woods" "one" "none"
"3223" "edible" "gray" "woods" "one" "none"
"3224" "edible" "brown" "woods" "one" "none"
"3225" "edible" "gray" "woods" "one" "none"
"3226" "edible" "gray" "woods" "one" "none"
"3227" "poison" "gray" "paths" "one" "foul"
"3228" "poison" "white" "woods" "one" "creosote"
"3229" "edible" "gray" "woods" "one" "none"
"3230" "edible" "gray" "woods" "one" "none"
"3231" "edible" "gray" "woods" "one" "none"
"3232" "poison" "gray" "paths" "one" "foul"
"3233" "poison" "white" "woods" "one" "creosote"
"3234" "poison" "gray" "paths" "one" "foul"
"3235" "edible" "gray" "woods" "one" "none"
"3236" "poison" "gray" "grasses" "one" "foul"
"3237" "edible" "red" "woods" "one" "none"
"3238" "edible" "gray" "woods" "one" "none"
"3239" "edible" "gray" "woods" "one" "none"
"3240" "poison" "gray" "woods" "one" "foul"
"3241" "edible" "gray" "woods" "one" "none"
"3242" "edible" "gray" "woods" "one" "none"
"3243" "poison" "white" "woods" "one" "creosote"
"3244" "poison" "yellow" "grasses" "one" "foul"
"3245" "edible" "red" "woods" "one" "none"
"3246" "poison" "gray" "woods" "one" "foul"
"3247" "poison" "gray" "woods" "one" "foul"
"3248" "edible" "brown" "woods" "one" "none"
"3249" "poison" "gray" "grasses" "one" "foul"
"3250" "edible" "brown" "woods" "one" "none"
"3251" "edible" "gray" "woods" "one" "none"
"3252" "edible" "gray" "woods" "one" "none"
"3253" "edible" "gray" "woods" "one" "none"
"3254" "poison" "gray" "woods" "one" "creosote"
"3255" "edible" "gray" "woods" "one" "none"
"3256" "edible" "red" "woods" "one" "none"
"3257" "edible" "brown" "woods" "one" "none"
"3258" "edible" "gray" "woods" "one" "none"
"3259" "poison" "pink" "woods" "one" "creosote"
"3260" "poison" "gray" "grasses" "one" "foul"
"3261" "edible" "gray" "woods" "one" "none"
"3262" "edible" "gray" "woods" "one" "none"
"3263" "poison" "pink" "woods" "one" "creosote"
"3264" "edible" "gray" "woods" "one" "none"
"3265" "poison" "gray" "paths" "one" "foul"
"3266" "poison" "gray" "paths" "one" "foul"
